"","eccentricity","folded_direction_content","abs_direction_content","folded_displacement","abs_displacement","target_spacing","target_number","subject","folded_response_with_carrier","abs_response_cw"
"18982",6.66666666666667,1,-1,0.0666666666666667,-0.0666666666666667,10.471975511966,4,"jb",FALSE,TRUE
"18983",6.66666666666667,1,1,0.1,0.1,10.471975511966,4,"jb",TRUE,TRUE
"18984",6.66666666666667,1,1,-0.15,-0.15,2.0943951023932,20,"jb",TRUE,TRUE
"18985",6.66666666666667,1,1,-0.1,-0.1,1.74532925199433,24,"jb",TRUE,TRUE
"18986",6.66666666666667,1,1,-0.0333333333333333,-0.0333333333333333,3.49065850398866,12,"jb",FALSE,FALSE
"18987",6.66666666666667,1,1,-0.15,-0.15,1.74532925199433,24,"jb",TRUE,TRUE
"18988",6.66666666666667,1,-1,-0.15,0.15,2.0943951023932,20,"jb",TRUE,FALSE
"18989",6.66666666666667,1,-1,-0.3375,0.3375,2.0943951023932,20,"jb",FALSE,TRUE
"18991",6.66666666666667,1,1,-0.759375,-0.759375,1.74532925199433,24,"jb",FALSE,FALSE
"18992",6.66666666666667,1,1,0.0666666666666667,0.0666666666666667,5.9839860068377,7,"jb",TRUE,TRUE
"18993",6.66666666666667,1,-1,-0.225,0.225,2.0943951023932,20,"jb",TRUE,FALSE
"18994",6.66666666666667,1,-1,0.0666666666666667,-0.0666666666666667,5.9839860068377,7,"jb",TRUE,FALSE
"18995",6.66666666666667,1,-1,0.0333333333333333,-0.0333333333333333,5.9839860068377,7,"jb",TRUE,FALSE
"18996",6.66666666666667,1,-1,0,0,5.9839860068377,7,"jb",FALSE,TRUE
"18997",6.66666666666667,1,-1,-0.225,0.225,1.74532925199433,24,"jb",TRUE,FALSE
"18999",6.66666666666667,1,-1,0,0,5.9839860068377,7,"jb",TRUE,FALSE
"19000",6.66666666666667,1,-1,0.0333333333333333,-0.0333333333333333,5.9839860068377,7,"jb",FALSE,TRUE
"19001",6.66666666666667,1,1,0.0666666666666667,0.0666666666666667,5.9839860068377,7,"jb",TRUE,TRUE
"19003",6.66666666666667,1,-1,0.0333333333333333,-0.0333333333333333,5.9839860068377,7,"jb",FALSE,TRUE
"19004",6.66666666666667,1,1,-0.3375,-0.3375,2.0943951023932,20,"jb",FALSE,FALSE
"19005",6.66666666666667,1,1,0.0333333333333333,0.0333333333333333,5.9839860068377,7,"jb",TRUE,TRUE
"19006",6.66666666666667,1,1,0.3375,0.3375,10.471975511966,4,"jb",TRUE,TRUE
"19007",6.66666666666667,1,1,-0.0333333333333333,-0.0333333333333333,5.9839860068377,7,"jb",FALSE,FALSE
"19008",6.66666666666667,1,-1,-0.50625,0.50625,1.74532925199433,24,"jb",FALSE,TRUE
"19010",6.66666666666667,1,1,-0.225,-0.225,2.6179938779915,16,"jb",FALSE,FALSE
"19011",6.66666666666667,1,-1,0.0666666666666667,-0.0666666666666667,4.18879020478639,10,"jb",FALSE,TRUE
"19012",6.66666666666667,1,-1,-0.0333333333333333,0.0333333333333333,4.18879020478639,10,"jb",FALSE,TRUE
"19013",6.66666666666667,1,1,0.1,0.1,4.18879020478639,10,"jb",FALSE,FALSE
"19014",6.66666666666667,1,-1,0.15,-0.15,2.6179938779915,16,"jb",FALSE,TRUE
"19015",6.66666666666667,1,-1,0.0666666666666667,-0.0666666666666667,3.49065850398866,12,"jb",TRUE,FALSE
"19016",6.66666666666667,1,-1,-0.0333333333333333,0.0333333333333333,3.49065850398866,12,"jb",FALSE,TRUE
"19017",6.66666666666667,1,-1,0.0666666666666667,-0.0666666666666667,10.471975511966,4,"jb",TRUE,FALSE
"19018",6.66666666666667,1,1,-0.225,-0.225,2.6179938779915,16,"jb",FALSE,FALSE
"19019",6.66666666666667,1,1,0.15,0.15,4.18879020478639,10,"jb",TRUE,TRUE
"19020",6.66666666666667,1,-1,-0.0333333333333333,0.0333333333333333,4.18879020478639,10,"jb",TRUE,FALSE
"19021",6.66666666666667,1,1,0.225,0.225,10.471975511966,4,"jb",TRUE,TRUE
"19022",6.66666666666667,1,-1,-0.3375,0.3375,2.0943951023932,20,"jb",FALSE,TRUE
"19023",6.66666666666667,1,-1,-0.225,0.225,2.6179938779915,16,"jb",FALSE,TRUE
"19024",6.66666666666667,1,1,0.225,0.225,2.6179938779915,16,"jb",TRUE,TRUE
"19025",6.66666666666667,1,1,0.15,0.15,10.471975511966,4,"jb",TRUE,TRUE
"19026",6.66666666666667,1,1,0.0333333333333333,0.0333333333333333,3.49065850398866,12,"jb",FALSE,FALSE
"19027",6.66666666666667,1,-1,-0.0666666666666667,0.0666666666666667,4.18879020478639,10,"jb",FALSE,TRUE
"19028",6.66666666666667,1,-1,-0.15,0.15,2.6179938779915,16,"jb",FALSE,TRUE
"19029",6.66666666666667,1,-1,0,0,5.9839860068377,7,"jb",TRUE,FALSE
"19030",6.66666666666667,1,1,-0.0666666666666667,-0.0666666666666667,4.18879020478639,10,"jb",FALSE,FALSE
"19032",6.66666666666667,1,1,0.0333333333333333,0.0333333333333333,10.471975511966,4,"jb",FALSE,FALSE
"19033",6.66666666666667,1,1,-0.0333333333333333,-0.0333333333333333,5.9839860068377,7,"jb",FALSE,FALSE
"19034",6.66666666666667,1,1,0.0333333333333333,0.0333333333333333,10.471975511966,4,"jb",TRUE,TRUE
"19035",6.66666666666667,1,1,0.0666666666666667,0.0666666666666667,3.49065850398866,12,"jb",FALSE,FALSE
"19036",6.66666666666667,1,1,-0.1,-0.1,2.6179938779915,16,"jb",FALSE,FALSE
"19037",6.66666666666667,1,-1,0.15,-0.15,4.18879020478639,10,"jb",TRUE,FALSE
"19038",6.66666666666667,1,-1,-0.225,0.225,2.0943951023932,20,"jb",TRUE,FALSE
"19040",6.66666666666667,1,1,-0.3375,-0.3375,1.74532925199433,24,"jb",FALSE,FALSE
"19041",6.66666666666667,1,1,0.225,0.225,2.6179938779915,16,"jb",FALSE,FALSE
"19042",6.66666666666667,1,-1,-0.0333333333333333,0.0333333333333333,5.9839860068377,7,"jb",FALSE,TRUE
"19043",6.66666666666667,1,1,-0.3375,-0.3375,1.74532925199433,24,"jb",FALSE,FALSE
"19045",6.66666666666667,1,-1,-0.0333333333333333,0.0333333333333333,5.9839860068377,7,"jb",TRUE,FALSE
"19046",6.66666666666667,1,-1,-0.0333333333333333,0.0333333333333333,3.49065850398866,12,"jb",FALSE,TRUE
"19047",6.66666666666667,1,-1,-0.0666666666666667,0.0666666666666667,4.18879020478639,10,"jb",TRUE,FALSE
"19048",6.66666666666667,1,1,-0.0666666666666667,-0.0666666666666667,5.9839860068377,7,"jb",FALSE,FALSE
"19049",6.66666666666667,1,1,0.1,0.1,10.471975511966,4,"jb",TRUE,TRUE
"19050",6.66666666666667,1,1,-0.225,-0.225,1.74532925199433,24,"jb",TRUE,TRUE
"19051",6.66666666666667,1,1,0,0,3.49065850398866,12,"jb",FALSE,FALSE
"19052",6.66666666666667,1,1,0,0,5.9839860068377,7,"jb",FALSE,FALSE
"19054",6.66666666666667,1,-1,-0.0666666666666667,0.0666666666666667,2.6179938779915,16,"jb",TRUE,FALSE
"19056",6.66666666666667,1,1,-0.3375,-0.3375,1.74532925199433,24,"jb",FALSE,FALSE
"19057",6.66666666666667,1,1,-0.225,-0.225,2.0943951023932,20,"jb",TRUE,TRUE
"19059",6.66666666666667,1,-1,-0.3375,0.3375,2.0943951023932,20,"jb",FALSE,TRUE
"19060",6.66666666666667,1,-1,0,0,10.471975511966,4,"jb",FALSE,TRUE
"19061",6.66666666666667,1,-1,0.0666666666666667,-0.0666666666666667,10.471975511966,4,"jb",FALSE,TRUE
"19062",6.66666666666667,1,1,0.3375,0.3375,2.6179938779915,16,"jb",TRUE,TRUE
"19063",6.66666666666667,1,-1,0,0,10.471975511966,4,"jb",FALSE,TRUE
"19064",6.66666666666667,1,1,0.3375,0.3375,2.6179938779915,16,"jb",TRUE,TRUE
"19065",6.66666666666667,1,1,-0.225,-0.225,2.0943951023932,20,"jb",TRUE,TRUE
"19066",6.66666666666667,1,1,-0.3375,-0.3375,2.0943951023932,20,"jb",TRUE,TRUE
"19069",6.66666666666667,1,-1,-0.1,0.1,2.6179938779915,16,"jb",FALSE,TRUE
"19070",6.66666666666667,1,-1,-0.1,0.1,2.6179938779915,16,"jb",TRUE,FALSE
"19071",6.66666666666667,1,-1,0.3375,-0.3375,2.6179938779915,16,"jb",TRUE,FALSE
"19072",6.66666666666667,1,-1,-0.0666666666666667,0.0666666666666667,5.9839860068377,7,"jb",FALSE,TRUE
"19073",6.66666666666667,1,1,-0.50625,-0.50625,2.0943951023932,20,"jb",FALSE,FALSE
"19074",6.66666666666667,1,1,-0.225,-0.225,2.0943951023932,20,"jb",FALSE,FALSE
"19075",6.66666666666667,1,1,-0.225,-0.225,1.74532925199433,24,"jb",FALSE,FALSE
"19077",6.66666666666667,1,-1,-0.15,0.15,2.0943951023932,20,"jb",FALSE,TRUE
"19078",6.66666666666667,1,-1,-0.15,0.15,2.6179938779915,16,"jb",TRUE,FALSE
"19079",6.66666666666667,1,-1,-0.1,0.1,4.18879020478639,10,"jb",FALSE,TRUE
"19080",6.66666666666667,1,1,-0.1,-0.1,4.18879020478639,10,"jb",FALSE,FALSE
"19081",6.66666666666667,1,-1,-0.1,0.1,2.0943951023932,20,"jb",TRUE,FALSE
"19082",6.66666666666667,1,1,0.1,0.1,10.471975511966,4,"jb",FALSE,FALSE
"19083",6.66666666666667,1,-1,0.225,-0.225,2.6179938779915,16,"jb",FALSE,TRUE
"19084",6.66666666666667,1,-1,0.0333333333333333,-0.0333333333333333,3.49065850398866,12,"jb",TRUE,FALSE
"19085",6.66666666666667,1,-1,-0.0666666666666667,0.0666666666666667,5.9839860068377,7,"jb",FALSE,TRUE
"19086",6.66666666666667,1,-1,0.15,-0.15,4.18879020478639,10,"jb",TRUE,FALSE
"19087",6.66666666666667,1,1,0.3375,0.3375,2.6179938779915,16,"jb",TRUE,TRUE
"19088",6.66666666666667,1,1,0,0,10.471975511966,4,"jb",FALSE,FALSE
"19089",6.66666666666667,1,1,-0.15,-0.15,1.74532925199433,24,"jb",FALSE,FALSE
"19090",6.66666666666667,1,-1,0,0,3.49065850398866,12,"jb",FALSE,TRUE
"19091",6.66666666666667,1,-1,-0.1,0.1,2.0943951023932,20,"jb",FALSE,TRUE
"19092",6.66666666666667,1,-1,-0.0333333333333333,0.0333333333333333,5.9839860068377,7,"jb",FALSE,TRUE
"19093",6.66666666666667,1,1,-0.225,-0.225,2.6179938779915,16,"jb",FALSE,FALSE
"19094",6.66666666666667,1,1,0.1,0.1,4.18879020478639,10,"jb",FALSE,FALSE
"19095",6.66666666666667,1,-1,-0.1,0.1,4.18879020478639,10,"jb",FALSE,TRUE
"19096",6.66666666666667,1,1,-0.0666666666666667,-0.0666666666666667,4.18879020478639,10,"jb",FALSE,FALSE
"19097",6.66666666666667,1,-1,0.15,-0.15,4.18879020478639,10,"jb",TRUE,FALSE
"19098",6.66666666666667,1,1,-0.3375,-0.3375,1.74532925199433,24,"jb",FALSE,FALSE
"19100",6.66666666666667,1,-1,-0.1,0.1,1.74532925199433,24,"jb",TRUE,FALSE
"19101",6.66666666666667,1,1,-0.50625,-0.50625,2.0943951023932,20,"jb",FALSE,FALSE
"19102",6.66666666666667,1,-1,-0.0666666666666667,0.0666666666666667,2.0943951023932,20,"jb",TRUE,FALSE
"19103",6.66666666666667,1,1,0,0,3.49065850398866,12,"jb",FALSE,FALSE
"19104",6.66666666666667,1,-1,-0.225,0.225,2.6179938779915,16,"jb",FALSE,TRUE
"19105",6.66666666666667,1,-1,-0.0333333333333333,0.0333333333333333,4.18879020478639,10,"jb",FALSE,TRUE
"19106",6.66666666666667,1,-1,0.3375,-0.3375,2.6179938779915,16,"jb",TRUE,FALSE
"19107",6.66666666666667,1,1,-0.225,-0.225,2.6179938779915,16,"jb",FALSE,FALSE
"19108",6.66666666666667,1,-1,-0.3375,0.3375,1.74532925199433,24,"jb",FALSE,TRUE
"19109",6.66666666666667,1,1,0.15,0.15,4.18879020478639,10,"jb",TRUE,TRUE
"19110",6.66666666666667,1,1,0,0,3.49065850398866,12,"jb",FALSE,FALSE
"19111",6.66666666666667,1,1,0.0333333333333333,0.0333333333333333,3.49065850398866,12,"jb",FALSE,FALSE
"19112",6.66666666666667,1,1,0.0666666666666667,0.0666666666666667,3.49065850398866,12,"jb",FALSE,FALSE
"19113",6.66666666666667,1,-1,0.3375,-0.3375,2.6179938779915,16,"jb",TRUE,FALSE
"19114",6.66666666666667,1,-1,0,0,4.18879020478639,10,"jb",TRUE,FALSE
"19115",6.66666666666667,1,1,-0.225,-0.225,1.74532925199433,24,"jb",FALSE,FALSE
"19116",6.66666666666667,1,-1,-0.50625,0.50625,2.0943951023932,20,"jb",FALSE,TRUE
"19119",6.66666666666667,1,1,0.225,0.225,2.6179938779915,16,"jb",TRUE,TRUE
"19120",6.66666666666667,1,-1,0.15,-0.15,4.18879020478639,10,"jb",FALSE,TRUE
"19121",6.66666666666667,1,1,-0.1,-0.1,1.74532925199433,24,"jb",TRUE,TRUE
"19123",6.66666666666667,1,1,0.15,0.15,2.6179938779915,16,"jb",TRUE,TRUE
"19124",6.66666666666667,1,1,-0.15,-0.15,2.6179938779915,16,"jb",TRUE,TRUE
"19125",6.66666666666667,1,-1,0.225,-0.225,4.18879020478639,10,"jb",TRUE,FALSE
"19126",6.66666666666667,1,-1,-0.3375,0.3375,2.0943951023932,20,"jb",FALSE,TRUE
"19127",6.66666666666667,1,1,0.0333333333333333,0.0333333333333333,5.9839860068377,7,"jb",FALSE,FALSE
"19129",6.66666666666667,1,-1,-0.225,0.225,2.6179938779915,16,"jb",FALSE,TRUE
"19130",6.66666666666667,1,-1,-0.15,0.15,1.74532925199433,24,"jb",FALSE,TRUE
"19131",6.66666666666667,1,1,0.1,0.1,2.6179938779915,16,"jb",FALSE,FALSE
"19132",6.66666666666667,1,1,-0.0333333333333333,-0.0333333333333333,4.18879020478639,10,"jb",FALSE,FALSE
"19133",6.66666666666667,1,1,-0.0666666666666667,-0.0666666666666667,2.0943951023932,20,"jb",TRUE,TRUE
"19134",6.66666666666667,1,-1,-0.1,0.1,1.74532925199433,24,"jb",TRUE,FALSE
"19135",6.66666666666667,1,-1,0.15,-0.15,2.6179938779915,16,"jb",TRUE,FALSE
"19136",6.66666666666667,1,1,-0.0666666666666667,-0.0666666666666667,2.0943951023932,20,"jb",TRUE,TRUE
"19137",6.66666666666667,1,-1,0.15,-0.15,10.471975511966,4,"jb",TRUE,FALSE
"19138",6.66666666666667,1,-1,-0.3375,0.3375,2.0943951023932,20,"jb",FALSE,TRUE
"19139",6.66666666666667,1,-1,-0.225,0.225,2.6179938779915,16,"jb",FALSE,TRUE
"19140",6.66666666666667,1,-1,0.1,-0.1,3.49065850398866,12,"jb",TRUE,FALSE
"19141",6.66666666666667,1,1,0.0666666666666667,0.0666666666666667,5.9839860068377,7,"jb",TRUE,TRUE
"19142",6.66666666666667,1,-1,0.15,-0.15,2.6179938779915,16,"jb",FALSE,TRUE
"19143",6.66666666666667,1,1,0,0,5.9839860068377,7,"jb",FALSE,FALSE
"19144",6.66666666666667,1,-1,-0.15,0.15,1.74532925199433,24,"jb",TRUE,FALSE
"19145",6.66666666666667,1,-1,0.225,-0.225,4.18879020478639,10,"jb",TRUE,FALSE
"19146",6.66666666666667,1,-1,-0.1,0.1,1.74532925199433,24,"jb",TRUE,FALSE
"19147",6.66666666666667,1,-1,-0.3375,0.3375,2.0943951023932,20,"jb",FALSE,TRUE
"19148",6.66666666666667,1,1,0.1,0.1,3.49065850398866,12,"jb",TRUE,TRUE
"19149",6.66666666666667,1,-1,0.15,-0.15,10.471975511966,4,"jb",TRUE,FALSE
"19150",6.66666666666667,1,-1,0.0333333333333333,-0.0333333333333333,10.471975511966,4,"jb",FALSE,TRUE
"19152",6.66666666666667,1,1,0.225,0.225,2.6179938779915,16,"jb",FALSE,FALSE
"19153",6.66666666666667,1,-1,0.1,-0.1,3.49065850398866,12,"jb",FALSE,TRUE
"19154",6.66666666666667,1,1,-0.0333333333333333,-0.0333333333333333,4.18879020478639,10,"jb",TRUE,TRUE
"19155",6.66666666666667,1,-1,0.0333333333333333,-0.0333333333333333,5.9839860068377,7,"jb",FALSE,TRUE
"19156",6.66666666666667,1,1,0.0666666666666667,0.0666666666666667,5.9839860068377,7,"jb",FALSE,FALSE
"19157",6.66666666666667,1,1,-0.225,-0.225,2.0943951023932,20,"jb",FALSE,FALSE
"19158",6.66666666666667,1,-1,0.3375,-0.3375,2.6179938779915,16,"jb",TRUE,FALSE
"19159",6.66666666666667,1,1,-0.1,-0.1,2.0943951023932,20,"jb",FALSE,FALSE
"19160",6.66666666666667,1,1,0.1,0.1,5.9839860068377,7,"jb",TRUE,TRUE
"19161",6.66666666666667,1,1,0.3375,0.3375,2.6179938779915,16,"jb",TRUE,TRUE
"19162",6.66666666666667,1,1,0.3375,0.3375,2.6179938779915,16,"jb",TRUE,TRUE
"19163",6.66666666666667,1,1,-0.0666666666666667,-0.0666666666666667,2.0943951023932,20,"jb",TRUE,TRUE
"19164",6.66666666666667,1,1,-0.15,-0.15,2.0943951023932,20,"jb",TRUE,TRUE
"19165",6.66666666666667,1,-1,0.0666666666666667,-0.0666666666666667,5.9839860068377,7,"jb",FALSE,TRUE
"19166",6.66666666666667,1,1,0.15,0.15,10.471975511966,4,"jb",TRUE,TRUE
"19167",6.66666666666667,1,-1,-0.0666666666666667,0.0666666666666667,2.0943951023932,20,"jb",TRUE,FALSE
"19168",6.66666666666667,1,1,0.1,0.1,10.471975511966,4,"jb",FALSE,FALSE
"19169",6.66666666666667,1,-1,0.15,-0.15,10.471975511966,4,"jb",TRUE,FALSE
"19170",6.66666666666667,1,-1,0.1,-0.1,3.49065850398866,12,"jb",FALSE,TRUE
"19171",6.66666666666667,1,1,-0.0666666666666667,-0.0666666666666667,2.0943951023932,20,"jb",TRUE,TRUE
"19172",6.66666666666667,1,-1,0.15,-0.15,10.471975511966,4,"jb",FALSE,TRUE
"19173",6.66666666666667,1,-1,-0.225,0.225,1.74532925199433,24,"jb",FALSE,TRUE
"19174",6.66666666666667,1,1,-0.225,-0.225,2.6179938779915,16,"jb",FALSE,FALSE
"19175",6.66666666666667,1,-1,0.0666666666666667,-0.0666666666666667,10.471975511966,4,"jb",FALSE,TRUE
"19176",6.66666666666667,1,1,0.0666666666666667,0.0666666666666667,5.9839860068377,7,"jb",FALSE,FALSE
"19177",6.66666666666667,1,1,-0.15,-0.15,1.74532925199433,24,"jb",TRUE,TRUE
"19178",6.66666666666667,1,-1,-0.15,0.15,2.6179938779915,16,"jb",FALSE,TRUE
"19179",6.66666666666667,1,1,0.225,0.225,4.18879020478639,10,"jb",FALSE,FALSE
"19180",6.66666666666667,1,-1,0.1,-0.1,5.9839860068377,7,"jb",FALSE,TRUE
"19181",6.66666666666667,1,1,-0.0666666666666667,-0.0666666666666667,4.18879020478639,10,"jb",FALSE,FALSE
"19182",6.66666666666667,1,1,0.15,0.15,3.49065850398866,12,"jb",TRUE,TRUE
"19183",6.66666666666667,1,-1,0.15,-0.15,3.49065850398866,12,"jb",FALSE,TRUE
"19184",6.66666666666667,1,1,-0.0666666666666667,-0.0666666666666667,4.18879020478639,10,"jb",FALSE,FALSE
"19185",6.66666666666667,1,-1,0.225,-0.225,3.49065850398866,12,"jb",FALSE,TRUE
"19186",6.66666666666667,1,1,0.3375,0.3375,4.18879020478639,10,"jb",TRUE,TRUE
"19188",6.66666666666667,1,-1,0.225,-0.225,2.6179938779915,16,"jb",FALSE,TRUE
"19189",6.66666666666667,1,-1,0.3375,-0.3375,2.6179938779915,16,"jb",TRUE,FALSE
"19190",6.66666666666667,1,1,0.0666666666666667,0.0666666666666667,5.9839860068377,7,"jb",FALSE,FALSE
"19191",6.66666666666667,1,-1,0.3375,-0.3375,2.6179938779915,16,"jb",TRUE,FALSE
"19193",6.66666666666667,1,1,-0.15,-0.15,1.74532925199433,24,"jb",TRUE,TRUE
"19194",6.66666666666667,1,1,-0.0666666666666667,-0.0666666666666667,4.18879020478639,10,"jb",FALSE,FALSE
"19195",6.66666666666667,1,-1,-0.1,0.1,2.0943951023932,20,"jb",TRUE,FALSE
"19196",6.66666666666667,1,1,0.15,0.15,5.9839860068377,7,"jb",TRUE,TRUE
"19197",6.66666666666667,1,1,-0.225,-0.225,2.0943951023932,20,"jb",TRUE,TRUE
"19198",6.66666666666667,1,1,0.3375,0.3375,2.6179938779915,16,"jb",TRUE,TRUE
"19200",6.66666666666667,1,-1,0.15,-0.15,5.9839860068377,7,"jb",FALSE,TRUE
"19202",6.66666666666667,1,1,0.3375,0.3375,4.18879020478639,10,"jb",TRUE,TRUE
"19203",6.66666666666667,1,1,0.1,0.1,10.471975511966,4,"jb",TRUE,TRUE
"19206",6.66666666666667,1,-1,0.225,-0.225,10.471975511966,4,"jb",TRUE,FALSE
"19207",6.66666666666667,1,-1,0.3375,-0.3375,3.49065850398866,12,"jb",TRUE,FALSE
"19208",6.66666666666667,1,1,-0.0333333333333333,-0.0333333333333333,4.18879020478639,10,"jb",FALSE,FALSE
"19209",6.66666666666667,1,-1,0.3375,-0.3375,3.49065850398866,12,"jb",TRUE,FALSE
"19210",6.66666666666667,1,1,0.225,0.225,5.9839860068377,7,"jb",TRUE,TRUE
"19211",6.66666666666667,1,1,-0.3375,-0.3375,2.0943951023932,20,"jb",FALSE,FALSE
"19212",6.66666666666667,1,-1,0.0666666666666667,-0.0666666666666667,5.9839860068377,7,"jb",FALSE,TRUE
"19214",6.66666666666667,1,-1,0.225,-0.225,2.6179938779915,16,"jb",TRUE,FALSE
"19215",6.66666666666667,1,1,0.225,0.225,10.471975511966,4,"jb",TRUE,TRUE
"19216",6.66666666666667,1,1,0.1,0.1,5.9839860068377,7,"jb",TRUE,TRUE
"19217",6.66666666666667,1,1,-0.3375,-0.3375,2.0943951023932,20,"jb",FALSE,FALSE
"19218",6.66666666666667,1,-1,0.3375,-0.3375,3.49065850398866,12,"jb",TRUE,FALSE
"19219",6.66666666666667,1,1,-0.1,-0.1,2.6179938779915,16,"jb",FALSE,FALSE
"19220",6.66666666666667,1,1,0.225,0.225,3.49065850398866,12,"jb",TRUE,TRUE
"19221",6.66666666666667,1,-1,0.225,-0.225,10.471975511966,4,"jb",TRUE,FALSE
"19222",6.66666666666667,1,-1,0.0666666666666667,-0.0666666666666667,10.471975511966,4,"jb",TRUE,FALSE
"19223",6.66666666666667,1,-1,0,0,4.18879020478639,10,"jb",TRUE,FALSE
"19224",6.66666666666667,1,1,-0.15,-0.15,1.74532925199433,24,"jb",TRUE,TRUE
"19225",6.66666666666667,1,-1,0.3375,-0.3375,4.18879020478639,10,"jb",TRUE,FALSE
"19226",6.66666666666667,1,1,-0.225,-0.225,1.74532925199433,24,"jb",FALSE,FALSE
"19227",6.66666666666667,1,-1,0.225,-0.225,5.9839860068377,7,"jb",TRUE,FALSE
"19228",6.66666666666667,1,1,-0.15,-0.15,1.74532925199433,24,"jb",TRUE,TRUE
"19229",6.66666666666667,1,1,0.15,0.15,10.471975511966,4,"jb",TRUE,TRUE
"19231",6.66666666666667,1,-1,0.15,-0.15,3.49065850398866,12,"jb",TRUE,FALSE
"19232",6.66666666666667,1,1,-0.225,-0.225,1.74532925199433,24,"jb",TRUE,TRUE
"19233",6.66666666666667,1,1,0.225,0.225,4.18879020478639,10,"jb",TRUE,TRUE
"19234",6.66666666666667,1,1,0.1,0.1,3.49065850398866,12,"jb",TRUE,TRUE
"19235",6.66666666666667,1,1,0.0666666666666667,0.0666666666666667,5.9839860068377,7,"jb",TRUE,TRUE
"19236",6.66666666666667,1,1,-0.3375,-0.3375,2.0943951023932,20,"jb",FALSE,FALSE
"19237",6.66666666666667,1,1,0.15,0.15,4.18879020478639,10,"jb",TRUE,TRUE
"19238",6.66666666666667,1,-1,0.225,-0.225,5.9839860068377,7,"jb",TRUE,FALSE
"19239",6.66666666666667,1,-1,-0.15,0.15,2.0943951023932,20,"jb",TRUE,FALSE
"19240",6.66666666666667,1,1,-0.0333333333333333,-0.0333333333333333,4.18879020478639,10,"jb",FALSE,FALSE
"19241",6.66666666666667,1,-1,-0.225,0.225,1.74532925199433,24,"jb",TRUE,FALSE
"19242",6.66666666666667,1,-1,0.0666666666666667,-0.0666666666666667,3.49065850398866,12,"jb",TRUE,FALSE
"19243",6.66666666666667,1,1,0.15,0.15,2.6179938779915,16,"jb",TRUE,TRUE
"19244",6.66666666666667,1,-1,0.15,-0.15,3.49065850398866,12,"jb",TRUE,FALSE
"19245",6.66666666666667,1,-1,-0.225,0.225,2.0943951023932,20,"jb",FALSE,TRUE
"19246",6.66666666666667,1,1,0.1,0.1,2.6179938779915,16,"jb",TRUE,TRUE
"19247",6.66666666666667,1,-1,0.1,-0.1,4.18879020478639,10,"jb",FALSE,TRUE
"19248",6.66666666666667,1,-1,0.0333333333333333,-0.0333333333333333,3.49065850398866,12,"jb",TRUE,FALSE
"19249",6.66666666666667,1,1,0,0,3.49065850398866,12,"jb",TRUE,TRUE
"19250",6.66666666666667,1,-1,0.0666666666666667,-0.0666666666666667,2.6179938779915,16,"jb",TRUE,FALSE
"19251",6.66666666666667,1,-1,-0.0333333333333333,0.0333333333333333,3.49065850398866,12,"jb",TRUE,FALSE
"19253",6.66666666666667,1,-1,0.15,-0.15,5.9839860068377,7,"jb",TRUE,FALSE
"19254",6.66666666666667,1,1,-0.3375,-0.3375,1.74532925199433,24,"jb",FALSE,FALSE
"19255",6.66666666666667,1,-1,0.1,-0.1,3.49065850398866,12,"jb",TRUE,FALSE
"19256",6.66666666666667,1,-1,0.0666666666666667,-0.0666666666666667,3.49065850398866,12,"jb",TRUE,FALSE
"19257",6.66666666666667,1,1,-0.15,-0.15,2.0943951023932,20,"jb",FALSE,FALSE
"19258",6.66666666666667,1,-1,0.0333333333333333,-0.0333333333333333,10.471975511966,4,"jb",FALSE,TRUE
"19259",6.66666666666667,1,-1,-0.3375,0.3375,1.74532925199433,24,"jb",FALSE,TRUE
"19260",6.66666666666667,1,-1,-0.1,0.1,2.0943951023932,20,"jb",FALSE,TRUE
"19261",6.66666666666667,1,1,-0.0666666666666667,-0.0666666666666667,3.49065850398866,12,"jb",FALSE,FALSE
"19262",6.66666666666667,1,1,-0.0333333333333333,-0.0333333333333333,3.49065850398866,12,"jb",FALSE,FALSE
"19263",6.66666666666667,1,-1,0.0333333333333333,-0.0333333333333333,3.49065850398866,12,"jb",FALSE,TRUE
"19264",6.66666666666667,1,1,-0.0666666666666667,-0.0666666666666667,2.6179938779915,16,"jb",FALSE,FALSE
"19265",6.66666666666667,1,1,-0.0333333333333333,-0.0333333333333333,2.6179938779915,16,"jb",FALSE,FALSE
"19268",6.66666666666667,1,1,0.1,0.1,5.9839860068377,7,"jb",FALSE,FALSE
"19269",6.66666666666667,1,-1,0,0,2.6179938779915,16,"jb",FALSE,TRUE
"19270",6.66666666666667,1,-1,-0.0333333333333333,0.0333333333333333,4.18879020478639,10,"jb",FALSE,TRUE
"19271",6.66666666666667,1,-1,0.15,-0.15,4.18879020478639,10,"jb",FALSE,TRUE
"19272",6.66666666666667,1,1,0.0333333333333333,0.0333333333333333,2.6179938779915,16,"jb",TRUE,TRUE
"19273",6.66666666666667,1,-1,0.0333333333333333,-0.0333333333333333,5.9839860068377,7,"jb",FALSE,TRUE
"19274",6.66666666666667,1,1,-0.0333333333333333,-0.0333333333333333,4.18879020478639,10,"jb",FALSE,FALSE
"19275",6.66666666666667,1,-1,0.0333333333333333,-0.0333333333333333,3.49065850398866,12,"jb",FALSE,TRUE
"19276",6.66666666666667,1,1,-0.3375,-0.3375,1.74532925199433,24,"jb",FALSE,FALSE
