"","eccentricity","folded_direction_content","abs_direction_content","folded_displacement","abs_displacement","target_spacing","target_number","subject","folded_response_with_carrier","abs_response_cw"
"10559",6.66666666666667,0.2,-0.2,0.05,-0.05,2.0943951023932,20,"nj",TRUE,FALSE
"10560",6.66666666666667,0.2,-0.2,0.0816496580927727,-0.0816496580927727,8.37758040957278,5,"nj",FALSE,TRUE
"10561",6.66666666666667,0.2,-0.2,0.0816496580927727,-0.0816496580927727,8.37758040957278,5,"nj",FALSE,TRUE
"10562",6.66666666666667,0.2,-0.2,0.0816496580927727,-0.0816496580927727,10.471975511966,4,"nj",FALSE,TRUE
"10564",6.66666666666667,0.2,0.2,0.183711730708739,0.183711730708739,10.471975511966,4,"nj",TRUE,TRUE
"10565",6.66666666666667,0.2,0.2,0.275567596063107,0.275567596063107,5.9839860068377,7,"nj",TRUE,TRUE
"10566",6.66666666666667,0.2,0.2,0.15,0.15,8.37758040957278,5,"nj",TRUE,TRUE
"10568",6.66666666666667,0.2,-0.2,-0.183711730708739,0.183711730708739,3.49065850398866,12,"nj",FALSE,TRUE
"10569",6.66666666666667,0.2,0.2,0.0816496580927727,0.0816496580927727,8.37758040957278,5,"nj",FALSE,FALSE
"10570",6.66666666666667,0.2,-0.2,-0.3375,0.3375,2.0943951023932,20,"nj",TRUE,FALSE
"10571",6.66666666666667,0.2,0.2,-0.15,-0.15,3.49065850398866,12,"nj",FALSE,FALSE
"10572",6.66666666666667,0.2,-0.2,0.275567596063107,-0.275567596063107,5.9839860068377,7,"nj",TRUE,FALSE
"10573",6.66666666666667,0.2,0.2,0.225,0.225,3.49065850398866,12,"nj",FALSE,FALSE
"10574",6.66666666666667,0.2,-0.2,0.0666666666666667,-0.0666666666666667,4.65421133865155,9,"nj",TRUE,FALSE
"10575",6.66666666666667,0.2,0.2,0.1,0.1,8.37758040957278,5,"nj",FALSE,FALSE
"10576",6.66666666666667,0.2,-0.2,-0.3375,0.3375,1.74532925199433,24,"nj",FALSE,TRUE
"10578",6.66666666666667,0.2,0.2,-0.122474487139159,-0.122474487139159,3.49065850398866,12,"nj",TRUE,TRUE
"10579",6.66666666666667,0.2,0.2,0.225,0.225,5.9839860068377,7,"nj",TRUE,TRUE
"10580",6.66666666666667,0.2,0.2,0.05,0.05,2.0943951023932,20,"nj",TRUE,TRUE
"10581",6.66666666666667,0.2,0.2,0.275567596063107,0.275567596063107,3.49065850398866,12,"nj",TRUE,TRUE
"10582",6.66666666666667,0.2,0.2,-0.183711730708739,-0.183711730708739,1.74532925199433,24,"nj",TRUE,TRUE
"10583",6.66666666666667,0.2,-0.2,-0.122474487139159,0.122474487139159,4.65421133865155,9,"nj",FALSE,TRUE
"10584",6.66666666666667,0.2,-0.2,0,0,5.9839860068377,7,"nj",FALSE,TRUE
"10585",6.66666666666667,0.2,-0.2,0.275567596063107,-0.275567596063107,3.49065850398866,12,"nj",FALSE,TRUE
"10586",6.66666666666667,0.2,-0.2,0.3375,-0.3375,3.49065850398866,12,"nj",TRUE,FALSE
"10589",6.66666666666667,0.2,0.2,0.183711730708739,0.183711730708739,10.471975511966,4,"nj",TRUE,TRUE
"10590",6.66666666666667,0.2,0.2,0.05,0.05,4.65421133865155,9,"nj",TRUE,TRUE
"10591",6.66666666666667,0.2,0.2,-0.15,-0.15,3.49065850398866,12,"nj",TRUE,TRUE
"10592",6.66666666666667,0.2,0.2,-0.225,-0.225,1.74532925199433,24,"nj",TRUE,TRUE
"10593",6.66666666666667,0.2,-0.2,-0.1,0.1,4.65421133865155,9,"nj",FALSE,TRUE
"10594",6.66666666666667,0.2,-0.2,-0.275567596063107,0.275567596063107,1.74532925199433,24,"nj",FALSE,TRUE
"10596",6.66666666666667,0.2,-0.2,0,0,5.9839860068377,7,"nj",FALSE,TRUE
"10597",6.66666666666667,0.2,0.2,-0.183711730708739,-0.183711730708739,3.49065850398866,12,"nj",FALSE,FALSE
"10598",6.66666666666667,0.2,0.2,0.122474487139159,0.122474487139159,8.37758040957278,5,"nj",FALSE,FALSE
"10599",6.66666666666667,0.2,0.2,-0.3375,-0.3375,2.6179938779915,16,"nj",FALSE,FALSE
"10600",6.66666666666667,0.2,-0.2,-0.3375,0.3375,1.74532925199433,24,"nj",TRUE,FALSE
"10601",6.66666666666667,0.2,-0.2,0.3375,-0.3375,3.49065850398866,12,"nj",TRUE,FALSE
"10602",6.66666666666667,0.2,0.2,0.183711730708739,0.183711730708739,5.9839860068377,7,"nj",FALSE,FALSE
"10604",6.66666666666667,0.2,0.2,-0.413351394094661,-0.413351394094661,2.0943951023932,20,"nj",FALSE,FALSE
"10605",6.66666666666667,0.2,0.2,-0.183711730708739,-0.183711730708739,3.49065850398866,12,"nj",FALSE,FALSE
"10606",6.66666666666667,0.2,0.2,0.225,0.225,5.9839860068377,7,"nj",TRUE,TRUE
"10607",6.66666666666667,0.2,-0.2,0.0816496580927727,-0.0816496580927727,10.471975511966,4,"nj",FALSE,TRUE
"10608",6.66666666666667,0.2,0.2,0,0,5.9839860068377,7,"nj",FALSE,FALSE
"10609",6.66666666666667,0.2,-0.2,0.275567596063107,-0.275567596063107,2.6179938779915,16,"nj",FALSE,TRUE
"10610",6.66666666666667,0.2,0.2,-0.0816496580927727,-0.0816496580927727,4.65421133865155,9,"nj",FALSE,FALSE
"10611",6.66666666666667,0.2,-0.2,0.0166666666666667,-0.0166666666666667,5.9839860068377,7,"nj",TRUE,FALSE
"10612",6.66666666666667,0.2,-0.2,0.1,-0.1,10.471975511966,4,"nj",TRUE,FALSE
"10613",6.66666666666667,0.2,0.2,0.3375,0.3375,3.49065850398866,12,"nj",TRUE,TRUE
"10614",6.66666666666667,0.2,0.2,0.275567596063107,0.275567596063107,3.49065850398866,12,"nj",TRUE,TRUE
"10615",6.66666666666667,0.2,0.2,-0.0666666666666667,-0.0666666666666667,4.65421133865155,9,"nj",FALSE,FALSE
"10616",6.66666666666667,0.2,0.2,-0.05,-0.05,4.65421133865155,9,"nj",FALSE,FALSE
"10617",6.66666666666667,0.2,0.2,0.183711730708739,0.183711730708739,10.471975511966,4,"nj",TRUE,TRUE
"10618",6.66666666666667,0.2,0.2,0.122474487139159,0.122474487139159,8.37758040957278,5,"nj",TRUE,TRUE
"10619",6.66666666666667,0.2,-0.2,-0.225,0.225,1.74532925199433,24,"nj",TRUE,FALSE
"10620",6.66666666666667,0.2,0.2,0.0816496580927727,0.0816496580927727,10.471975511966,4,"nj",TRUE,TRUE
"10621",6.66666666666667,0.2,0.2,-0.225,-0.225,1.74532925199433,24,"nj",FALSE,FALSE
"10622",6.66666666666667,0.2,-0.2,0,0,5.9839860068377,7,"nj",TRUE,FALSE
"10623",6.66666666666667,0.2,-0.2,0.225,-0.225,3.49065850398866,12,"nj",TRUE,FALSE
"10624",6.66666666666667,0.2,0.2,-0.413351394094661,-0.413351394094661,1.74532925199433,24,"nj",TRUE,TRUE
"10626",6.66666666666667,0.2,-0.2,-0.183711730708739,0.183711730708739,3.49065850398866,12,"nj",TRUE,FALSE
"10627",6.66666666666667,0.2,0.2,0.0666666666666667,0.0666666666666667,10.471975511966,4,"nj",FALSE,FALSE
"10628",6.66666666666667,0.2,0.2,-0.183711730708739,-0.183711730708739,1.74532925199433,24,"nj",TRUE,TRUE
"10629",6.66666666666667,0.2,-0.2,-0.275567596063107,0.275567596063107,2.6179938779915,16,"nj",TRUE,FALSE
"10630",6.66666666666667,0.2,0.2,-0.225,-0.225,3.49065850398866,12,"nj",FALSE,FALSE
"10631",6.66666666666667,0.2,0.2,0.225,0.225,5.9839860068377,7,"nj",TRUE,TRUE
"10632",6.66666666666667,0.2,0.2,-0.50625,-0.50625,1.74532925199433,24,"nj",TRUE,TRUE
"10634",6.66666666666667,0.2,0.2,0.0333333333333333,0.0333333333333333,4.65421133865155,9,"nj",TRUE,TRUE
"10635",6.66666666666667,0.2,0.2,0.15,0.15,10.471975511966,4,"nj",TRUE,TRUE
"10637",6.66666666666667,0.2,0.2,-0.183711730708739,-0.183711730708739,1.74532925199433,24,"nj",TRUE,TRUE
"10638",6.66666666666667,0.2,-0.2,0.0666666666666667,-0.0666666666666667,10.471975511966,4,"nj",FALSE,TRUE
"10639",6.66666666666667,0.2,-0.2,-0.183711730708739,0.183711730708739,1.74532925199433,24,"nj",FALSE,TRUE
"10640",6.66666666666667,0.2,-0.2,0.122474487139159,-0.122474487139159,10.471975511966,4,"nj",FALSE,TRUE
"10641",6.66666666666667,0.2,-0.2,0.0166666666666667,-0.0166666666666667,4.65421133865155,9,"nj",FALSE,TRUE
"10642",6.66666666666667,0.2,-0.2,-0.413351394094661,0.413351394094661,2.0943951023932,20,"nj",FALSE,TRUE
"10643",6.66666666666667,0.2,0.2,0.183711730708739,0.183711730708739,3.49065850398866,12,"nj",TRUE,TRUE
"10646",6.66666666666667,0.2,-0.2,0.15,-0.15,8.37758040957278,5,"nj",TRUE,FALSE
"10647",6.66666666666667,0.2,0.2,-0.225,-0.225,3.49065850398866,12,"nj",FALSE,FALSE
"10648",6.66666666666667,0.2,0.2,0.3375,0.3375,2.6179938779915,16,"nj",TRUE,TRUE
"10649",6.66666666666667,0.2,-0.2,0.183711730708739,-0.183711730708739,3.49065850398866,12,"nj",TRUE,FALSE
"10650",6.66666666666667,0.2,-0.2,0.3375,-0.3375,2.6179938779915,16,"nj",TRUE,FALSE
"10651",6.66666666666667,0.2,-0.2,0.05,-0.05,2.0943951023932,20,"nj",TRUE,FALSE
"10652",6.66666666666667,0.2,-0.2,0.15,-0.15,8.37758040957278,5,"nj",TRUE,FALSE
"10653",6.66666666666667,0.2,-0.2,0.183711730708739,-0.183711730708739,3.49065850398866,12,"nj",TRUE,FALSE
"10654",6.66666666666667,0.2,-0.2,0.1,-0.1,8.37758040957278,5,"nj",FALSE,TRUE
"10655",6.66666666666667,0.2,-0.2,0.0333333333333333,-0.0333333333333333,4.65421133865155,9,"nj",FALSE,TRUE
"10656",6.66666666666667,0.2,0.2,-0.15,-0.15,1.74532925199433,24,"nj",TRUE,TRUE
"10657",6.66666666666667,0.2,-0.2,0.15,-0.15,10.471975511966,4,"nj",FALSE,TRUE
"10658",6.66666666666667,0.2,-0.2,0.122474487139159,-0.122474487139159,8.37758040957278,5,"nj",FALSE,TRUE
"10659",6.66666666666667,0.2,-0.2,-0.225,0.225,3.49065850398866,12,"nj",FALSE,TRUE
"10661",6.66666666666667,0.2,0.2,0.183711730708739,0.183711730708739,10.471975511966,4,"nj",TRUE,TRUE
"10662",6.66666666666667,0.2,-0.2,0.0666666666666667,-0.0666666666666667,10.471975511966,4,"nj",FALSE,TRUE
"10664",6.66666666666667,0.2,-0.2,0.15,-0.15,3.49065850398866,12,"nj",TRUE,FALSE
"10665",6.66666666666667,0.2,-0.2,0.0816496580927727,-0.0816496580927727,10.471975511966,4,"nj",FALSE,TRUE
"10666",6.66666666666667,0.2,0.2,0.1,0.1,10.471975511966,4,"nj",TRUE,TRUE
"10667",6.66666666666667,0.2,0.2,0.122474487139159,0.122474487139159,3.49065850398866,12,"nj",TRUE,TRUE
"10668",6.66666666666667,0.2,-0.2,-0.413351394094661,0.413351394094661,2.0943951023932,20,"nj",FALSE,TRUE
"10671",6.66666666666667,0.2,0.2,-0.50625,-0.50625,1.74532925199433,24,"nj",FALSE,FALSE
"10672",6.66666666666667,0.2,-0.2,-0.50625,0.50625,1.74532925199433,24,"nj",FALSE,TRUE
"10673",6.66666666666667,0.2,-0.2,0.0333333333333333,-0.0333333333333333,2.0943951023932,20,"nj",TRUE,FALSE
"10674",6.66666666666667,0.2,0.2,-0.3375,-0.3375,2.0943951023932,20,"nj",FALSE,FALSE
"10675",6.66666666666667,0.2,0.2,0.3375,0.3375,2.6179938779915,16,"nj",TRUE,TRUE
"10676",6.66666666666667,0.2,-0.2,-0.50625,0.50625,1.74532925199433,24,"nj",FALSE,TRUE
"10677",6.66666666666667,0.2,0.2,0.0816496580927727,0.0816496580927727,10.471975511966,4,"nj",TRUE,TRUE
"10678",6.66666666666667,0.2,0.2,-0.0333333333333333,-0.0333333333333333,4.65421133865155,9,"nj",TRUE,TRUE
"10679",6.66666666666667,0.2,-0.2,-0.15,0.15,1.74532925199433,24,"nj",TRUE,FALSE
"10681",6.66666666666667,0.2,0.2,0.1,0.1,8.37758040957278,5,"nj",FALSE,FALSE
"10682",6.66666666666667,0.2,-0.2,0.0166666666666667,-0.0166666666666667,2.0943951023932,20,"nj",TRUE,FALSE
"10683",6.66666666666667,0.2,-0.2,0.0166666666666667,-0.0166666666666667,2.0943951023932,20,"nj",TRUE,FALSE
"10684",6.66666666666667,0.2,-0.2,0.225,-0.225,5.9839860068377,7,"nj",TRUE,FALSE
"10685",6.66666666666667,0.2,-0.2,0.183711730708739,-0.183711730708739,10.471975511966,4,"nj",TRUE,FALSE
"10686",6.66666666666667,0.2,-0.2,0.183711730708739,-0.183711730708739,10.471975511966,4,"nj",TRUE,FALSE
"10687",6.66666666666667,0.2,0.2,0.15,0.15,8.37758040957278,5,"nj",FALSE,FALSE
"10688",6.66666666666667,0.2,-0.2,0.183711730708739,-0.183711730708739,5.9839860068377,7,"nj",TRUE,FALSE
"10690",6.66666666666667,0.2,0.2,0.1,0.1,3.49065850398866,12,"nj",TRUE,TRUE
"10692",6.66666666666667,0.2,-0.2,-0.413351394094661,0.413351394094661,1.74532925199433,24,"nj",FALSE,TRUE
"10693",6.66666666666667,0.2,-0.2,0.183711730708739,-0.183711730708739,8.37758040957278,5,"nj",FALSE,TRUE
"10695",6.66666666666667,0.2,0.2,0.225,0.225,8.37758040957278,5,"nj",FALSE,FALSE
"10696",6.66666666666667,0.2,-0.2,-0.05,0.05,4.65421133865155,9,"nj",FALSE,TRUE
"10698",6.66666666666667,0.2,0.2,-0.3375,-0.3375,2.6179938779915,16,"nj",FALSE,FALSE
"10699",6.66666666666667,0.2,0.2,0.275567596063107,0.275567596063107,8.37758040957278,5,"nj",TRUE,TRUE
"10700",6.66666666666667,0.2,0.2,-0.0166666666666667,-0.0166666666666667,5.9839860068377,7,"nj",TRUE,TRUE
"10701",6.66666666666667,0.2,0.2,-0.3375,-0.3375,2.6179938779915,16,"nj",FALSE,FALSE
"10702",6.66666666666667,0.2,-0.2,-0.0333333333333333,0.0333333333333333,5.9839860068377,7,"nj",TRUE,FALSE
"10703",6.66666666666667,0.2,-0.2,-0.05,0.05,4.65421133865155,9,"nj",FALSE,TRUE
"10704",6.66666666666667,0.2,0.2,0.1,0.1,3.49065850398866,12,"nj",TRUE,TRUE
"10705",6.66666666666667,0.2,0.2,-0.05,-0.05,5.9839860068377,7,"nj",FALSE,FALSE
"10707",6.66666666666667,0.2,0.2,-0.183711730708739,-0.183711730708739,3.49065850398866,12,"nj",FALSE,FALSE
"10708",6.66666666666667,0.2,-0.2,0.0666666666666667,-0.0666666666666667,10.471975511966,4,"nj",FALSE,TRUE
"10709",6.66666666666667,0.2,0.2,-0.3375,-0.3375,1.74532925199433,24,"nj",TRUE,TRUE
"10710",6.66666666666667,0.2,-0.2,-0.275567596063107,0.275567596063107,2.0943951023932,20,"nj",FALSE,TRUE
"10711",6.66666666666667,0.2,0.2,0.15,0.15,10.471975511966,4,"nj",TRUE,TRUE
"10712",6.66666666666667,0.2,0.2,-0.3375,-0.3375,2.6179938779915,16,"nj",FALSE,FALSE
"10713",6.66666666666667,0.2,-0.2,0.0166666666666667,-0.0166666666666667,2.0943951023932,20,"nj",TRUE,FALSE
"10714",6.66666666666667,0.2,0.2,0,0,2.0943951023932,20,"nj",FALSE,FALSE
"10715",6.66666666666667,0.2,-0.2,0.0166666666666667,-0.0166666666666667,2.0943951023932,20,"nj",TRUE,FALSE
"10716",6.66666666666667,0.2,-0.2,-0.05,0.05,5.9839860068377,7,"nj",FALSE,TRUE
"10720",6.66666666666667,0.2,-0.2,0.05,-0.05,4.65421133865155,9,"nj",FALSE,TRUE
"10721",6.66666666666667,0.2,0.2,0.15,0.15,5.9839860068377,7,"nj",TRUE,TRUE
"10722",6.66666666666667,0.2,0.2,0.1,0.1,3.49065850398866,12,"nj",TRUE,TRUE
"10723",6.66666666666667,0.2,0.2,0.0666666666666667,0.0666666666666667,4.65421133865155,9,"nj",TRUE,TRUE
"10724",6.66666666666667,0.2,-0.2,-0.05,0.05,5.9839860068377,7,"nj",FALSE,TRUE
"10725",6.66666666666667,0.2,-0.2,0.0816496580927727,-0.0816496580927727,3.49065850398866,12,"nj",FALSE,TRUE
"10726",6.66666666666667,0.2,-0.2,0.1,-0.1,8.37758040957278,5,"nj",FALSE,TRUE
"10727",6.66666666666667,0.2,0.2,-0.275567596063107,-0.275567596063107,2.6179938779915,16,"nj",FALSE,FALSE
"10728",6.66666666666667,0.2,-0.2,0.275567596063107,-0.275567596063107,2.6179938779915,16,"nj",TRUE,FALSE
"10733",6.66666666666667,0.2,-0.2,-0.05,0.05,4.65421133865155,9,"nj",TRUE,FALSE
"10734",6.66666666666667,0.2,0.2,-0.0666666666666667,-0.0666666666666667,4.65421133865155,9,"nj",FALSE,FALSE
"10735",6.66666666666667,0.2,0.2,0.122474487139159,0.122474487139159,10.471975511966,4,"nj",FALSE,FALSE
"10736",6.66666666666667,0.2,-0.2,0.0166666666666667,-0.0166666666666667,2.0943951023932,20,"nj",TRUE,FALSE
"10737",6.66666666666667,0.2,-0.2,0.15,-0.15,10.471975511966,4,"nj",TRUE,FALSE
"10738",6.66666666666667,0.2,-0.2,-0.15,0.15,3.49065850398866,12,"nj",FALSE,TRUE
"10739",6.66666666666667,0.2,-0.2,-0.15,0.15,3.49065850398866,12,"nj",FALSE,TRUE
"10740",6.66666666666667,0.2,0.2,0.0666666666666667,0.0666666666666667,10.471975511966,4,"nj",TRUE,TRUE
"10741",6.66666666666667,0.2,-0.2,-0.225,0.225,2.6179938779915,16,"nj",FALSE,TRUE
"10742",6.66666666666667,0.2,-0.2,-0.0666666666666667,0.0666666666666667,4.65421133865155,9,"nj",FALSE,TRUE
"10743",6.66666666666667,0.2,-0.2,-0.225,0.225,2.0943951023932,20,"nj",TRUE,FALSE
"10744",6.66666666666667,0.2,0.2,0.122474487139159,0.122474487139159,8.37758040957278,5,"nj",FALSE,FALSE
"10745",6.66666666666667,0.2,0.2,0.1,0.1,3.49065850398866,12,"nj",TRUE,TRUE
"10746",6.66666666666667,0.2,-0.2,-0.0333333333333333,0.0333333333333333,5.9839860068377,7,"nj",FALSE,TRUE
"10747",6.66666666666667,0.2,0.2,-0.413351394094661,-0.413351394094661,1.74532925199433,24,"nj",TRUE,TRUE
"10748",6.66666666666667,0.2,0.2,-0.275567596063107,-0.275567596063107,2.0943951023932,20,"nj",TRUE,TRUE
"10749",6.66666666666667,0.2,-0.2,0.15,-0.15,10.471975511966,4,"nj",TRUE,FALSE
"10750",6.66666666666667,0.2,-0.2,-0.15,0.15,3.49065850398866,12,"nj",TRUE,FALSE
"10751",6.66666666666667,0.2,0.2,0.15,0.15,8.37758040957278,5,"nj",FALSE,FALSE
"10752",6.66666666666667,0.2,0.2,-0.0166666666666667,-0.0166666666666667,5.9839860068377,7,"nj",FALSE,FALSE
"10753",6.66666666666667,0.2,-0.2,0.15,-0.15,10.471975511966,4,"nj",TRUE,FALSE
"10754",6.66666666666667,0.2,-0.2,-0.225,0.225,2.6179938779915,16,"nj",TRUE,FALSE
"10755",6.66666666666667,0.2,0.2,0.122474487139159,0.122474487139159,10.471975511966,4,"nj",TRUE,TRUE
"10756",6.66666666666667,0.2,0.2,-0.183711730708739,-0.183711730708739,3.49065850398866,12,"nj",FALSE,FALSE
"10757",6.66666666666667,0.2,-0.2,0.0166666666666667,-0.0166666666666667,2.0943951023932,20,"nj",TRUE,FALSE
"10758",6.66666666666667,0.2,0.2,-0.15,-0.15,1.74532925199433,24,"nj",TRUE,TRUE
"10759",6.66666666666667,0.2,0.2,-0.0666666666666667,-0.0666666666666667,4.65421133865155,9,"nj",TRUE,TRUE
"10760",6.66666666666667,0.2,-0.2,-0.0816496580927727,0.0816496580927727,4.65421133865155,9,"nj",FALSE,TRUE
"10761",6.66666666666667,0.2,-0.2,0.275567596063107,-0.275567596063107,8.37758040957278,5,"nj",FALSE,TRUE
"10762",6.66666666666667,0.2,0.2,0.3375,0.3375,8.37758040957278,5,"nj",TRUE,TRUE
"10763",6.66666666666667,0.2,0.2,0.1,0.1,3.49065850398866,12,"nj",FALSE,FALSE
"10764",6.66666666666667,0.2,0.2,0.122474487139159,0.122474487139159,5.9839860068377,7,"nj",FALSE,FALSE
"10765",6.66666666666667,0.2,-0.2,-0.50625,0.50625,1.74532925199433,24,"nj",FALSE,TRUE
"10766",6.66666666666667,0.2,0.2,0,0,5.9839860068377,7,"nj",FALSE,FALSE
"10767",6.66666666666667,0.2,-0.2,-0.183711730708739,0.183711730708739,1.74532925199433,24,"nj",TRUE,FALSE
"10768",6.66666666666667,0.2,0.2,0.122474487139159,0.122474487139159,3.49065850398866,12,"nj",TRUE,TRUE
"10770",6.66666666666667,0.2,0.2,0.15,0.15,5.9839860068377,7,"nj",TRUE,TRUE
"10771",6.66666666666667,0.2,0.2,0,0,2.0943951023932,20,"nj",TRUE,TRUE
"10772",6.66666666666667,0.2,-0.2,-0.225,0.225,1.74532925199433,24,"nj",FALSE,TRUE
"10773",6.66666666666667,0.2,-0.2,0.0666666666666667,-0.0666666666666667,4.65421133865155,9,"nj",TRUE,FALSE
"10774",6.66666666666667,0.2,-0.2,0.183711730708739,-0.183711730708739,8.37758040957278,5,"nj",TRUE,FALSE
"10775",6.66666666666667,0.2,-0.2,0.225,-0.225,2.6179938779915,16,"nj",TRUE,FALSE
"10776",6.66666666666667,0.2,0.2,-0.183711730708739,-0.183711730708739,3.49065850398866,12,"nj",FALSE,FALSE
"10777",6.66666666666667,0.2,-0.2,0.122474487139159,-0.122474487139159,3.49065850398866,12,"nj",TRUE,FALSE
"10778",6.66666666666667,0.2,-0.2,0.15,-0.15,5.9839860068377,7,"nj",TRUE,FALSE
"10780",6.66666666666667,0.2,-0.2,-0.275567596063107,0.275567596063107,2.6179938779915,16,"nj",FALSE,TRUE
"10781",6.66666666666667,0.2,-0.2,-0.275567596063107,0.275567596063107,2.6179938779915,16,"nj",FALSE,TRUE
"10782",6.66666666666667,0.2,0.2,0.3375,0.3375,8.37758040957278,5,"nj",TRUE,TRUE
"10784",6.66666666666667,0.2,-0.2,0.225,-0.225,2.6179938779915,16,"nj",TRUE,FALSE
"10785",6.66666666666667,0.2,-0.2,0.3375,-0.3375,8.37758040957278,5,"nj",TRUE,FALSE
"10786",6.66666666666667,0.2,0.2,0.225,0.225,2.6179938779915,16,"nj",TRUE,TRUE
"10787",6.66666666666667,0.2,-0.2,0.0666666666666667,-0.0666666666666667,4.65421133865155,9,"nj",FALSE,TRUE
"10788",6.66666666666667,0.2,0.2,0.05,0.05,10.471975511966,4,"nj",TRUE,TRUE
"10789",6.66666666666667,0.2,0.2,0.183711730708739,0.183711730708739,2.6179938779915,16,"nj",TRUE,TRUE
"10790",6.66666666666667,0.2,-0.2,0.15,-0.15,8.37758040957278,5,"nj",TRUE,FALSE
"10792",6.66666666666667,0.2,0.2,-0.50625,-0.50625,1.74532925199433,24,"nj",TRUE,TRUE
"10793",6.66666666666667,0.2,-0.2,-0.183711730708739,0.183711730708739,3.49065850398866,12,"nj",FALSE,TRUE
"10794",6.66666666666667,0.2,-0.2,-0.0816496580927727,0.0816496580927727,4.65421133865155,9,"nj",FALSE,TRUE
"10795",6.66666666666667,0.2,-0.2,-0.50625,0.50625,1.74532925199433,24,"nj",FALSE,TRUE
"10796",6.66666666666667,0.2,0.2,0.0816496580927727,0.0816496580927727,4.65421133865155,9,"nj",TRUE,TRUE
"10798",6.66666666666667,0.2,-0.2,0.275567596063107,-0.275567596063107,8.37758040957278,5,"nj",FALSE,TRUE
"10799",6.66666666666667,0.2,0.2,0.15,0.15,5.9839860068377,7,"nj",TRUE,TRUE
"10800",6.66666666666667,0.2,-0.2,0.122474487139159,-0.122474487139159,8.37758040957278,5,"nj",FALSE,TRUE
"10801",6.66666666666667,0.2,0.2,-0.0166666666666667,-0.0166666666666667,2.0943951023932,20,"nj",TRUE,TRUE
"10802",6.66666666666667,0.2,0.2,-0.50625,-0.50625,1.74532925199433,24,"nj",FALSE,FALSE
"10803",6.66666666666667,0.2,0.2,0.3375,0.3375,8.37758040957278,5,"nj",TRUE,TRUE
"10806",6.66666666666667,0.2,-0.2,-0.15,0.15,3.49065850398866,12,"nj",TRUE,FALSE
"10807",6.66666666666667,0.2,0.2,0.122474487139159,0.122474487139159,8.37758040957278,5,"nj",FALSE,FALSE
"10808",6.66666666666667,0.2,-0.2,-0.0816496580927727,0.0816496580927727,4.65421133865155,9,"nj",TRUE,FALSE
"10809",6.66666666666667,0.2,-0.2,-0.50625,0.50625,1.74532925199433,24,"nj",FALSE,TRUE
"10810",6.66666666666667,0.2,0.2,0.122474487139159,0.122474487139159,3.49065850398866,12,"nj",TRUE,TRUE
"10811",6.66666666666667,0.2,-0.2,0.122474487139159,-0.122474487139159,5.9839860068377,7,"nj",FALSE,TRUE
"10812",6.66666666666667,0.2,-0.2,0.1,-0.1,3.49065850398866,12,"nj",FALSE,TRUE
"10813",6.66666666666667,0.2,-0.2,0.0816496580927727,-0.0816496580927727,4.65421133865155,9,"nj",FALSE,TRUE
"10814",6.66666666666667,0.2,-0.2,0.0166666666666667,-0.0166666666666667,5.9839860068377,7,"nj",FALSE,TRUE
"10815",6.66666666666667,0.2,0.2,0.15,0.15,5.9839860068377,7,"nj",TRUE,TRUE
"10816",6.66666666666667,0.2,0.2,0.122474487139159,0.122474487139159,8.37758040957278,5,"nj",TRUE,TRUE
"10817",6.66666666666667,0.2,0.2,-0.3375,-0.3375,2.0943951023932,20,"nj",TRUE,TRUE
"10818",6.66666666666667,0.2,0.2,-0.275567596063107,-0.275567596063107,2.6179938779915,16,"nj",FALSE,FALSE
"10819",6.66666666666667,0.2,0.2,-0.183711730708739,-0.183711730708739,3.49065850398866,12,"nj",FALSE,FALSE
"10820",6.66666666666667,0.2,-0.2,0.1,-0.1,8.37758040957278,5,"nj",FALSE,TRUE
"10821",6.66666666666667,0.2,-0.2,0.15,-0.15,2.6179938779915,16,"nj",FALSE,TRUE
"10823",6.66666666666667,0.2,-0.2,-0.183711730708739,0.183711730708739,1.74532925199433,24,"nj",TRUE,FALSE
"10824",6.66666666666667,0.2,-0.2,0.1,-0.1,8.37758040957278,5,"nj",TRUE,FALSE
"10826",6.66666666666667,0.2,-0.2,0.0816496580927727,-0.0816496580927727,8.37758040957278,5,"nj",TRUE,FALSE
"10827",6.66666666666667,0.2,-0.2,-0.225,0.225,2.6179938779915,16,"nj",FALSE,TRUE
"10828",6.66666666666667,0.2,0.2,-0.413351394094661,-0.413351394094661,2.0943951023932,20,"nj",TRUE,TRUE
"10830",6.66666666666667,0.2,0.2,0.0333333333333333,0.0333333333333333,10.471975511966,4,"nj",TRUE,TRUE
"10831",6.66666666666667,0.2,0.2,0.15,0.15,5.9839860068377,7,"nj",TRUE,TRUE
"10832",6.66666666666667,0.2,-0.2,0.183711730708739,-0.183711730708739,2.6179938779915,16,"nj",TRUE,FALSE
"10833",6.66666666666667,0.2,-0.2,0.183711730708739,-0.183711730708739,2.6179938779915,16,"nj",TRUE,FALSE
"10834",6.66666666666667,0.2,0.2,0.1,0.1,4.65421133865155,9,"nj",FALSE,FALSE
"10835",6.66666666666667,0.2,-0.2,0.15,-0.15,5.9839860068377,7,"nj",TRUE,FALSE
"10836",6.66666666666667,0.2,0.2,-0.183711730708739,-0.183711730708739,3.49065850398866,12,"nj",FALSE,FALSE
"10838",6.66666666666667,0.2,-0.2,0.122474487139159,-0.122474487139159,4.65421133865155,9,"nj",FALSE,TRUE
