"eccentricity","folded_direction_content","target_spacing","subject","pse","pse_25","pse_75","threshold_25","threshold_75","threshold","bias","bias_sem","sensitivity","sensitivity_sem","slope.positive","n_trials","cw_bias","cw_bias_sem"
6.66666666666667,0.05,2.0943951023932,"pbm",-0.201797908270545,-0.210836476832646,-0.192669019029323,0.0366381249329402,0.0521019924940011,0.0431996468846996,5.85201419066928,1.67769740738614,28.9993798291687,7.94013790488669,1,138,-1.74522861221252,0.789626208506023
6.66666666666667,0.05,2.6179938779915,"pbm",-0.111085415225594,-0.122380413262049,-0.0987600486715562,0.0707698755871451,0.0940261312014876,0.0804266211453271,1.73031879933254,0.43059760015869,15.5764714550383,3.374668865346,1,135,-1.11940900833107,0.585917953403392
6.66666666666667,0.05,3.49065850398866,"pbm",-0.0164813916261246,-0.0207460016327296,-0.012704679051959,0.0230056539843648,0.0323250958111965,0.0264244677526745,0.78136964921038,0.351442443278854,47.4092034784152,11.4382538773856,1,143,-1.37066892272491,0.699020462078851
6.66666666666667,0.05,4.65421133865155,"pbm",0.0119351969485002,0.00588260927743808,0.0178955250426577,0.0329027403370348,0.0457088870291793,0.0384354979278428,-0.389014675622262,0.294955620606389,32.5939050106038,7.40010201421906,1,137,-1.29365767490431,0.618901862081186
6.66666666666667,0.05,5.9839860068377,"pbm",0.028037706510096,0.0233545139328236,0.0322800755418684,0.0241652194254657,0.0343362014766159,0.0284488512220594,-1.23465795378598,0.43490748134973,44.0356258576785,10.7956975421836,1,140,-1.11422089606232,0.56281146247025
6.66666666666667,0.05,8.37758040957278,"pbm",0.0123763817555261,0.00742577807528583,0.0163135976408411,0.0243836053883975,0.0339855249867294,0.0281576575846948,-0.55063787535055,0.320920254052921,44.4910221927095,10.764339056815,1,139,-0.489453917746373,0.544771314543887
6.66666666666667,0.05,10.471975511966,"pbm",0.0255140792793808,0.0214188600607071,0.0296659049988924,0.0218579271494274,0.0303594707577381,0.0252178345374183,-1.26747971357479,0.46956981078057,49.6776583507405,11.6676914810081,1,133,-0.859617782300192,0.60445102612108
6.66666666666667,0.05,20.943951023932,"pbm",0.0171269867539001,0.0109456128653269,0.0236658242660617,0.0385358926558348,0.0526573569145131,0.0450166053959219,-0.476625338105583,0.291929107222626,27.8289079657893,6.60094591107427,1,138,-0.0625746559470774,0.511573171968776
6.66666666666667,0.1,1.74532925199433,"ml",4.00686439161257,-2.92217832221267,3.18791289884483,-1.97330671721416,1.18988352053913,-2.35367017315176,2.13269105707926,0.788640525147553,-0.532259355106588,0.930833436049615,0.302,162,-0.135949638944487,0.875223288440049
6.66666666666667,0.1,2.0943951023932,"ml",-3.84521638195869,-4.07021692514504,-1.40292596418157,0.79921170329036,3.38041292212204,3.08703340891083,1.56044462468878,0.447476265139868,0.405814515929508,0.550265062193034,0.768,157,0.791118154576609,0.484606782871816
6.66666666666667,0.1,2.6179938779915,"ml",-0.282885309189559,-0.311695021507033,-0.256614117812972,0.1595161246404,0.213194664095825,0.185588095271608,1.90954187640859,0.382908385895518,6.75023344930585,1.38292519473764,1,165,-0.0547161901867429,0.496680270098617
6.66666666666667,0.1,3.49065850398866,"ml",1.04020098623681,0.210455087959064,1.29828158072295,1.49756953658826,5.32933675101227,4.13604372651601,-0.31506564280149,0.190543665007527,0.302889198308991,0.336117363780996,0.824,161,0.427873967348435,0.376161651341199
6.66666666666667,0.1,4.18879020478639,"ml",0.132865228871332,0.0830915334279211,0.193121911866179,0.3797957052543,0.609042730683037,0.466585667817313,-0.356737572564783,0.210845898449825,2.68495810074019,0.868743020798869,1,159,-0.80046544655917,0.408367918050045
6.66666666666667,0.1,5.9839860068377,"ml",0.248312513466743,0.210341294523884,0.302566456380618,0.300256537971995,0.43514377406513,0.357457940527264,-0.870247059070201,0.278006756112488,3.50464439717718,0.946103716823313,0.998,156,-1.24085994556169,0.443359613632657
6.66666666666667,0.1,10.471975511966,"ml",0.195468668221765,0.170187433981823,0.226946086963984,0.180191246551013,0.260743123103294,0.211509077617683,-1.15775602545043,0.297485664845069,5.92297495032256,1.47375742024796,1,163,-0.700077009247723,0.443873312811764
6.66666666666667,0.15,2.0943951023932,"as",0.220151586255015,0.196684483722006,0.250415658385211,0.263395472698064,0.320757421875868,0.287582100550244,-0.959022672788397,0.211958616289229,4.35619242678316,0.647962363326239,1,359,-0.101248584629092,0.306749438963658
6.66666666666667,0.15,2.0943951023932,"cj",-0.535784412700628,-0.559732179189798,-0.516557678486292,0.144809703911513,0.200736221111592,0.168982463554212,3.9720741265738,0.803194501301579,7.4135679060772,1.75583662854404,1,344,1.16273556602404,0.346393555978189
6.66666666666667,0.15,2.0943951023932,"ns",-0.364092237627357,-0.383468331520513,-0.333377637055246,0.167996157361949,0.2114778690079,0.189457016478382,2.4075185015289,0.573192135795628,6.61238623821735,1.43208151101655,1,206,1.64728194601178,0.518880931739527
6.66666666666667,0.15,2.0943951023932,"pbm",-0.372770035445597,-0.386166180236569,-0.357484724545572,0.0736665291131839,0.104316351789328,0.0878804598364789,5.31395144085377,1.39015720347961,14.2553073894516,3.69752864002694,1,129,-2.56279357503204,0.805581777751172
6.66666666666667,0.15,2.6179938779915,"as",0.220512929708553,0.200097476045817,0.240021385682888,0.176224698083104,0.21552123855715,0.192673840259455,-1.43377238986516,0.268899038969254,6.50198785059971,0.987466798303981,1,354,1.67172597658515,0.394365032582065
